Temperature_C,Humidity_pct,Wind_Speed_kmh,Spray_Decision,Reason
31.7,64.6,18.5,Not Safe to Spray,High Wind (Drift Hazard)
30.4,72.6,10.4,Safe to Spray,Optimal Conditions
28.5,92.0,4.2,Not Safe to Spray,"Too humid, risk of runoff/dilution"
35.1,52.6,4.4,Not Safe to Spray,High Temp (Evaporation Hazard)
20.5,48.6,13.5,Not Safe to Spray,High Wind (Drift Hazard)
25.8,47.3,4.2,Safe to Spray,Optimal Conditions
26.5,64.8,12.2,Not Safe to Spray,High Wind (Drift Hazard)
21.9,94.5,13.3,Not Safe to Spray,High Wind (Drift Hazard)
36.1,61.9,24.5,Not Safe to Spray,High Wind (Drift Hazard)
39.3,56.5,2.3,Not Safe to Spray,High Temp (Evaporation Hazard)
25.0,93.9,5.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.6,44.9,15.5,Not Safe to Spray,High Wind (Drift Hazard)
24.6,41.2,11.6,Safe to Spray,Optimal Conditions
30.6,49.6,20.0,Not Safe to Spray,High Wind (Drift Hazard)
31.5,98.6,23.8,Not Safe to Spray,High Wind (Drift Hazard)
34.0,77.0,14.2,Not Safe to Spray,High Wind (Drift Hazard)
24.9,80.5,8.3,Safe to Spray,Optimal Conditions
30.2,43.9,0.7,Safe to Spray,Optimal Conditions
27.2,46.7,24.5,Not Safe to Spray,High Wind (Drift Hazard)
26.9,48.3,6.1,Safe to Spray,Optimal Conditions
38.8,83.2,5.8,Not Safe to Spray,High Temp (Evaporation Hazard)
30.9,77.0,22.6,Not Safe to Spray,High Wind (Drift Hazard)
25.1,91.3,20.7,Not Safe to Spray,High Wind (Drift Hazard)
30.7,47.5,8.1,Safe to Spray,Optimal Conditions
23.6,79.8,12.6,Not Safe to Spray,High Wind (Drift Hazard)
30.6,45.8,0.8,Safe to Spray,Optimal Conditions
38.4,56.8,23.5,Not Safe to Spray,High Wind (Drift Hazard)
20.8,65.0,18.4,Not Safe to Spray,High Wind (Drift Hazard)
32.0,62.4,10.1,Safe to Spray,Optimal Conditions
33.1,71.3,15.9,Not Safe to Spray,High Wind (Drift Hazard)
23.8,41.8,4.5,Safe to Spray,Optimal Conditions
36.4,43.3,7.2,Not Safe to Spray,High Temp (Evaporation Hazard)
27.7,62.5,2.1,Safe to Spray,Optimal Conditions
38.8,96.8,18.1,Not Safe to Spray,High Wind (Drift Hazard)
23.6,54.1,22.1,Not Safe to Spray,High Wind (Drift Hazard)
28.6,75.8,7.7,Safe to Spray,Optimal Conditions
36.4,79.4,19.4,Not Safe to Spray,High Wind (Drift Hazard)
29.8,98.0,19.6,Not Safe to Spray,High Wind (Drift Hazard)
33.4,84.5,19.6,Not Safe to Spray,High Wind (Drift Hazard)
31.5,55.9,24.3,Not Safe to Spray,High Wind (Drift Hazard)
21.8,90.0,17.6,Not Safe to Spray,High Wind (Drift Hazard)
20.7,65.3,21.5,Not Safe to Spray,High Wind (Drift Hazard)
34.5,53.1,2.3,Not Safe to Spray,High Temp (Evaporation Hazard)
20.9,69.7,15.2,Not Safe to Spray,High Wind (Drift Hazard)
39.4,66.4,0.9,Not Safe to Spray,High Temp (Evaporation Hazard)
29.7,56.5,5.5,Safe to Spray,Optimal Conditions
21.1,61.5,22.3,Not Safe to Spray,High Wind (Drift Hazard)
33.5,43.0,23.3,Not Safe to Spray,High Wind (Drift Hazard)
24.1,62.2,18.3,Not Safe to Spray,High Wind (Drift Hazard)
39.8,66.6,22.9,Not Safe to Spray,High Wind (Drift Hazard)
29.3,61.3,23.6,Not Safe to Spray,High Wind (Drift Hazard)
29.5,52.5,4.4,Safe to Spray,Optimal Conditions
30.2,92.5,19.1,Not Safe to Spray,High Wind (Drift Hazard)
30.9,82.0,1.3,Safe to Spray,Optimal Conditions
24.7,43.7,16.9,Not Safe to Spray,High Wind (Drift Hazard)
29.5,57.1,23.3,Not Safe to Spray,High Wind (Drift Hazard)
37.1,90.6,16.1,Not Safe to Spray,High Wind (Drift Hazard)
36.6,93.8,3.9,Not Safe to Spray,High Temp (Evaporation Hazard)
21.5,97.0,8.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
29.8,71.5,9.7,Safe to Spray,Optimal Conditions
33.2,74.7,8.0,Not Safe to Spray,High Temp (Evaporation Hazard)
22.6,62.1,9.4,Safe to Spray,Optimal Conditions
39.8,40.7,2.8,Not Safe to Spray,High Temp (Evaporation Hazard)
21.5,57.4,22.1,Not Safe to Spray,High Wind (Drift Hazard)
28.2,65.0,19.4,Not Safe to Spray,High Wind (Drift Hazard)
28.6,41.7,18.9,Not Safe to Spray,High Wind (Drift Hazard)
35.8,98.9,14.5,Not Safe to Spray,High Wind (Drift Hazard)
23.5,61.8,9.2,Safe to Spray,Optimal Conditions
24.9,79.0,11.6,Safe to Spray,Optimal Conditions
26.6,73.6,23.4,Not Safe to Spray,High Wind (Drift Hazard)
38.0,40.1,11.7,Not Safe to Spray,High Temp (Evaporation Hazard)
30.4,73.7,20.0,Not Safe to Spray,High Wind (Drift Hazard)
20.9,91.1,13.7,Not Safe to Spray,High Wind (Drift Hazard)
39.0,63.3,17.2,Not Safe to Spray,High Wind (Drift Hazard)
36.5,96.3,12.8,Not Safe to Spray,High Wind (Drift Hazard)
28.8,60.8,14.4,Not Safe to Spray,High Wind (Drift Hazard)
31.0,86.6,18.3,Not Safe to Spray,High Wind (Drift Hazard)
39.7,82.7,4.4,Not Safe to Spray,High Temp (Evaporation Hazard)
34.2,92.6,21.3,Not Safe to Spray,High Wind (Drift Hazard)
34.9,68.5,9.8,Not Safe to Spray,High Temp (Evaporation Hazard)
28.9,95.9,0.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.1,84.1,12.3,Not Safe to Spray,High Wind (Drift Hazard)
37.1,49.2,13.6,Not Safe to Spray,High Wind (Drift Hazard)
33.1,64.8,15.1,Not Safe to Spray,High Wind (Drift Hazard)
22.6,76.5,18.1,Not Safe to Spray,High Wind (Drift Hazard)
32.5,96.0,12.8,Not Safe to Spray,High Wind (Drift Hazard)
26.8,48.9,17.0,Not Safe to Spray,High Wind (Drift Hazard)
35.6,77.8,23.7,Not Safe to Spray,High Wind (Drift Hazard)
39.6,93.8,4.1,Not Safe to Spray,High Temp (Evaporation Hazard)
33.2,74.1,8.2,Not Safe to Spray,High Temp (Evaporation Hazard)
39.4,59.7,14.8,Not Safe to Spray,High Wind (Drift Hazard)
26.3,94.7,20.9,Not Safe to Spray,High Wind (Drift Hazard)
34.4,45.4,1.5,Not Safe to Spray,High Temp (Evaporation Hazard)
25.7,89.2,12.8,Not Safe to Spray,High Wind (Drift Hazard)
29.8,78.2,21.0,Not Safe to Spray,High Wind (Drift Hazard)
31.6,65.0,10.8,Safe to Spray,Optimal Conditions
23.0,79.9,0.7,Safe to Spray,Optimal Conditions
33.0,82.8,9.9,Safe to Spray,Optimal Conditions
21.6,83.4,1.1,Safe to Spray,Optimal Conditions
24.8,90.8,0.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
23.1,91.0,10.2,Not Safe to Spray,"Too humid, risk of runoff/dilution"
37.2,86.3,17.1,Not Safe to Spray,High Wind (Drift Hazard)
30.5,59.2,0.4,Safe to Spray,Optimal Conditions
28.5,60.7,1.3,Safe to Spray,Optimal Conditions
24.0,84.9,0.6,Safe to Spray,Optimal Conditions
20.9,58.7,17.4,Not Safe to Spray,High Wind (Drift Hazard)
32.5,50.7,5.5,Safe to Spray,Optimal Conditions
32.0,81.1,3.6,Safe to Spray,Optimal Conditions
37.7,63.1,13.1,Not Safe to Spray,High Wind (Drift Hazard)
32.0,79.8,18.2,Not Safe to Spray,High Wind (Drift Hazard)
27.7,60.6,11.3,Safe to Spray,Optimal Conditions
20.0,40.4,1.7,Safe to Spray,Optimal Conditions
22.9,69.0,5.8,Safe to Spray,Optimal Conditions
32.6,84.6,15.4,Not Safe to Spray,High Wind (Drift Hazard)
25.5,63.8,0.7,Safe to Spray,Optimal Conditions
24.1,80.1,3.6,Safe to Spray,Optimal Conditions
26.5,41.4,3.6,Safe to Spray,Optimal Conditions
26.0,85.5,12.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
36.4,60.8,14.0,Not Safe to Spray,High Wind (Drift Hazard)
24.7,98.5,10.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
32.2,47.0,1.3,Safe to Spray,Optimal Conditions
32.5,40.8,23.1,Not Safe to Spray,High Wind (Drift Hazard)
31.2,98.2,8.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
20.6,51.9,15.9,Not Safe to Spray,High Wind (Drift Hazard)
30.7,88.1,5.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
39.2,45.0,0.4,Not Safe to Spray,High Temp (Evaporation Hazard)
24.8,51.8,3.7,Safe to Spray,Optimal Conditions
32.0,52.2,14.0,Not Safe to Spray,High Wind (Drift Hazard)
33.9,60.9,9.5,Not Safe to Spray,High Temp (Evaporation Hazard)
28.2,45.0,0.7,Safe to Spray,Optimal Conditions
30.3,98.4,13.1,Not Safe to Spray,High Wind (Drift Hazard)
34.2,40.9,25.0,Not Safe to Spray,High Wind (Drift Hazard)
33.3,63.1,4.6,Not Safe to Spray,High Temp (Evaporation Hazard)
32.4,50.8,2.2,Safe to Spray,Optimal Conditions
32.6,62.2,2.7,Safe to Spray,Optimal Conditions
32.5,66.1,5.4,Safe to Spray,Optimal Conditions
39.4,40.9,17.8,Not Safe to Spray,High Wind (Drift Hazard)
27.4,85.6,20.0,Not Safe to Spray,High Wind (Drift Hazard)
34.7,96.4,9.1,Not Safe to Spray,High Temp (Evaporation Hazard)
38.2,78.6,5.4,Not Safe to Spray,High Temp (Evaporation Hazard)
26.6,57.4,12.5,Not Safe to Spray,High Wind (Drift Hazard)
22.8,79.7,1.1,Safe to Spray,Optimal Conditions
28.0,60.5,23.8,Not Safe to Spray,High Wind (Drift Hazard)
24.8,77.6,25.0,Not Safe to Spray,High Wind (Drift Hazard)
23.9,70.9,20.5,Not Safe to Spray,High Wind (Drift Hazard)
22.4,58.8,1.8,Safe to Spray,Optimal Conditions
22.1,92.5,0.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
20.8,75.2,14.2,Not Safe to Spray,High Wind (Drift Hazard)
23.1,44.5,4.6,Safe to Spray,Optimal Conditions
26.1,87.9,2.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
38.0,96.2,2.8,Not Safe to Spray,High Temp (Evaporation Hazard)
21.7,88.8,8.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
38.6,95.2,17.4,Not Safe to Spray,High Wind (Drift Hazard)
20.7,67.9,12.8,Not Safe to Spray,High Wind (Drift Hazard)
31.8,96.2,10.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.7,50.1,11.1,Not Safe to Spray,High Temp (Evaporation Hazard)
23.1,68.1,19.1,Not Safe to Spray,High Wind (Drift Hazard)
28.0,64.5,19.6,Not Safe to Spray,High Wind (Drift Hazard)
34.6,73.4,23.9,Not Safe to Spray,High Wind (Drift Hazard)
26.0,63.9,12.1,Not Safe to Spray,High Wind (Drift Hazard)
34.9,41.6,16.8,Not Safe to Spray,High Wind (Drift Hazard)
36.7,43.1,13.7,Not Safe to Spray,High Wind (Drift Hazard)
33.3,96.4,3.3,Not Safe to Spray,High Temp (Evaporation Hazard)
21.7,92.5,19.5,Not Safe to Spray,High Wind (Drift Hazard)
25.0,56.7,11.4,Safe to Spray,Optimal Conditions
21.1,48.3,9.3,Safe to Spray,Optimal Conditions
32.1,95.5,15.6,Not Safe to Spray,High Wind (Drift Hazard)
25.0,75.1,13.1,Not Safe to Spray,High Wind (Drift Hazard)
34.6,81.0,17.8,Not Safe to Spray,High Wind (Drift Hazard)
24.6,59.6,20.1,Not Safe to Spray,High Wind (Drift Hazard)
34.5,82.3,9.6,Not Safe to Spray,High Temp (Evaporation Hazard)
26.4,86.2,2.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
23.3,40.6,24.7,Not Safe to Spray,High Wind (Drift Hazard)
33.5,45.9,11.8,Not Safe to Spray,High Temp (Evaporation Hazard)
34.7,89.1,17.0,Not Safe to Spray,High Wind (Drift Hazard)
23.0,88.1,10.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
31.7,52.2,1.0,Safe to Spray,Optimal Conditions
30.6,83.4,17.1,Not Safe to Spray,High Wind (Drift Hazard)
38.6,96.6,20.3,Not Safe to Spray,High Wind (Drift Hazard)
32.4,61.7,24.0,Not Safe to Spray,High Wind (Drift Hazard)
24.6,71.3,23.6,Not Safe to Spray,High Wind (Drift Hazard)
27.6,54.5,23.3,Not Safe to Spray,High Wind (Drift Hazard)
32.1,89.8,10.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
34.0,91.2,24.1,Not Safe to Spray,High Wind (Drift Hazard)
36.3,55.7,1.8,Not Safe to Spray,High Temp (Evaporation Hazard)
30.2,98.8,18.7,Not Safe to Spray,High Wind (Drift Hazard)
35.9,72.2,23.6,Not Safe to Spray,High Wind (Drift Hazard)
31.8,46.1,13.6,Not Safe to Spray,High Wind (Drift Hazard)
28.3,71.5,23.0,Not Safe to Spray,High Wind (Drift Hazard)
35.8,83.7,19.8,Not Safe to Spray,High Wind (Drift Hazard)
25.0,40.1,18.7,Not Safe to Spray,High Wind (Drift Hazard)
38.1,67.9,0.2,Not Safe to Spray,High Temp (Evaporation Hazard)
33.9,93.4,0.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.6,92.8,18.1,Not Safe to Spray,High Wind (Drift Hazard)
23.2,58.3,14.4,Not Safe to Spray,High Wind (Drift Hazard)
33.1,44.6,23.1,Not Safe to Spray,High Wind (Drift Hazard)
29.5,69.6,14.6,Not Safe to Spray,High Wind (Drift Hazard)
32.7,81.7,9.0,Safe to Spray,Optimal Conditions
34.4,46.4,22.2,Not Safe to Spray,High Wind (Drift Hazard)
38.6,70.6,11.6,Not Safe to Spray,High Temp (Evaporation Hazard)
33.0,67.1,19.0,Not Safe to Spray,High Wind (Drift Hazard)
32.2,54.7,23.3,Not Safe to Spray,High Wind (Drift Hazard)
40.0,70.2,15.3,Not Safe to Spray,High Wind (Drift Hazard)
22.9,68.4,12.7,Not Safe to Spray,High Wind (Drift Hazard)
37.8,78.2,11.9,Not Safe to Spray,High Temp (Evaporation Hazard)
32.9,86.0,6.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.8,46.0,7.7,Safe to Spray,Optimal Conditions
25.1,43.6,16.3,Not Safe to Spray,High Wind (Drift Hazard)
22.0,58.1,22.0,Not Safe to Spray,High Wind (Drift Hazard)
37.2,42.0,20.9,Not Safe to Spray,High Wind (Drift Hazard)
22.2,81.7,22.3,Not Safe to Spray,High Wind (Drift Hazard)
21.7,45.3,17.6,Not Safe to Spray,High Wind (Drift Hazard)
39.4,69.2,1.5,Not Safe to Spray,High Temp (Evaporation Hazard)
25.3,57.2,10.5,Safe to Spray,Optimal Conditions
32.3,80.1,21.0,Not Safe to Spray,High Wind (Drift Hazard)
35.4,69.5,12.6,Not Safe to Spray,High Wind (Drift Hazard)
31.6,62.4,8.1,Safe to Spray,Optimal Conditions
33.5,70.0,20.8,Not Safe to Spray,High Wind (Drift Hazard)
31.1,61.0,22.2,Not Safe to Spray,High Wind (Drift Hazard)
22.1,49.0,0.3,Safe to Spray,Optimal Conditions
21.1,80.4,0.1,Safe to Spray,Optimal Conditions
29.8,90.8,12.8,Not Safe to Spray,High Wind (Drift Hazard)
33.1,74.8,10.9,Not Safe to Spray,High Temp (Evaporation Hazard)
32.3,93.3,18.3,Not Safe to Spray,High Wind (Drift Hazard)
34.5,84.9,24.0,Not Safe to Spray,High Wind (Drift Hazard)
32.2,84.1,17.3,Not Safe to Spray,High Wind (Drift Hazard)
32.7,46.0,9.5,Safe to Spray,Optimal Conditions
39.2,74.3,13.8,Not Safe to Spray,High Wind (Drift Hazard)
38.7,79.8,11.8,Not Safe to Spray,High Temp (Evaporation Hazard)
39.6,56.7,0.5,Not Safe to Spray,High Temp (Evaporation Hazard)
33.0,84.2,7.0,Safe to Spray,Optimal Conditions
21.4,58.6,8.7,Safe to Spray,Optimal Conditions
31.2,68.6,8.9,Safe to Spray,Optimal Conditions
24.9,44.5,18.3,Not Safe to Spray,High Wind (Drift Hazard)
35.7,59.1,6.3,Not Safe to Spray,High Temp (Evaporation Hazard)
35.7,57.9,3.9,Not Safe to Spray,High Temp (Evaporation Hazard)
23.8,74.8,14.5,Not Safe to Spray,High Wind (Drift Hazard)
26.3,51.4,4.8,Safe to Spray,Optimal Conditions
28.8,52.2,12.2,Not Safe to Spray,High Wind (Drift Hazard)
25.5,68.0,18.4,Not Safe to Spray,High Wind (Drift Hazard)
21.3,49.2,18.0,Not Safe to Spray,High Wind (Drift Hazard)
28.8,53.2,2.4,Safe to Spray,Optimal Conditions
21.9,48.3,21.3,Not Safe to Spray,High Wind (Drift Hazard)
26.4,83.9,22.8,Not Safe to Spray,High Wind (Drift Hazard)
30.0,83.4,6.1,Safe to Spray,Optimal Conditions
20.2,89.5,19.9,Not Safe to Spray,High Wind (Drift Hazard)
29.2,81.8,23.7,Not Safe to Spray,High Wind (Drift Hazard)
33.3,83.5,16.5,Not Safe to Spray,High Wind (Drift Hazard)
35.2,94.9,17.4,Not Safe to Spray,High Wind (Drift Hazard)
29.3,63.4,19.4,Not Safe to Spray,High Wind (Drift Hazard)
37.8,58.9,14.8,Not Safe to Spray,High Wind (Drift Hazard)
34.3,58.6,22.2,Not Safe to Spray,High Wind (Drift Hazard)
26.7,73.4,18.2,Not Safe to Spray,High Wind (Drift Hazard)
27.3,42.9,2.2,Safe to Spray,Optimal Conditions
38.7,70.3,17.7,Not Safe to Spray,High Wind (Drift Hazard)
24.4,87.8,22.4,Not Safe to Spray,High Wind (Drift Hazard)
31.1,75.0,7.7,Safe to Spray,Optimal Conditions
34.8,89.4,17.5,Not Safe to Spray,High Wind (Drift Hazard)
34.5,97.9,14.7,Not Safe to Spray,High Wind (Drift Hazard)
33.6,57.0,17.0,Not Safe to Spray,High Wind (Drift Hazard)
21.3,49.2,10.5,Safe to Spray,Optimal Conditions
23.1,75.2,1.8,Safe to Spray,Optimal Conditions
31.1,62.1,9.5,Safe to Spray,Optimal Conditions
39.6,90.3,0.6,Not Safe to Spray,High Temp (Evaporation Hazard)
27.4,70.6,15.7,Not Safe to Spray,High Wind (Drift Hazard)
25.9,55.6,11.0,Safe to Spray,Optimal Conditions
38.8,86.6,18.1,Not Safe to Spray,High Wind (Drift Hazard)
26.8,67.8,16.5,Not Safe to Spray,High Wind (Drift Hazard)
31.4,93.1,17.1,Not Safe to Spray,High Wind (Drift Hazard)
33.0,57.1,24.8,Not Safe to Spray,High Wind (Drift Hazard)
39.8,98.7,1.0,Not Safe to Spray,High Temp (Evaporation Hazard)
24.4,97.8,13.8,Not Safe to Spray,High Wind (Drift Hazard)
36.3,46.2,0.3,Not Safe to Spray,High Temp (Evaporation Hazard)
32.9,86.5,6.9,Not Safe to Spray,"Too humid, risk of runoff/dilution"
22.3,81.1,22.8,Not Safe to Spray,High Wind (Drift Hazard)
27.5,42.4,5.5,Safe to Spray,Optimal Conditions
21.0,84.7,8.9,Safe to Spray,Optimal Conditions
29.9,42.5,18.3,Not Safe to Spray,High Wind (Drift Hazard)
22.4,69.6,10.3,Safe to Spray,Optimal Conditions
20.8,69.9,3.8,Safe to Spray,Optimal Conditions
28.6,75.0,8.4,Safe to Spray,Optimal Conditions
30.4,60.1,21.5,Not Safe to Spray,High Wind (Drift Hazard)
39.7,79.8,22.9,Not Safe to Spray,High Wind (Drift Hazard)
26.2,75.7,15.4,Not Safe to Spray,High Wind (Drift Hazard)
39.0,96.0,1.7,Not Safe to Spray,High Temp (Evaporation Hazard)
26.6,65.3,7.0,Safe to Spray,Optimal Conditions
35.7,66.8,16.2,Not Safe to Spray,High Wind (Drift Hazard)
28.4,48.4,7.3,Safe to Spray,Optimal Conditions
24.3,81.8,15.4,Not Safe to Spray,High Wind (Drift Hazard)
20.9,49.4,4.6,Safe to Spray,Optimal Conditions
39.1,79.6,2.2,Not Safe to Spray,High Temp (Evaporation Hazard)
25.7,70.3,12.1,Not Safe to Spray,High Wind (Drift Hazard)
23.0,40.0,22.5,Not Safe to Spray,High Wind (Drift Hazard)
31.3,76.9,3.0,Safe to Spray,Optimal Conditions
22.1,53.7,7.8,Safe to Spray,Optimal Conditions
31.3,47.7,19.3,Not Safe to Spray,High Wind (Drift Hazard)
31.3,44.5,11.6,Safe to Spray,Optimal Conditions
27.0,63.5,6.1,Safe to Spray,Optimal Conditions
37.3,80.4,19.1,Not Safe to Spray,High Wind (Drift Hazard)
35.9,64.2,9.2,Not Safe to Spray,High Temp (Evaporation Hazard)
39.8,53.0,13.2,Not Safe to Spray,High Wind (Drift Hazard)
23.3,86.4,12.1,Not Safe to Spray,High Wind (Drift Hazard)
30.1,51.9,1.7,Safe to Spray,Optimal Conditions
31.7,76.7,19.0,Not Safe to Spray,High Wind (Drift Hazard)
35.8,76.1,9.9,Not Safe to Spray,High Temp (Evaporation Hazard)
25.4,57.5,10.0,Safe to Spray,Optimal Conditions
37.8,78.8,6.2,Not Safe to Spray,High Temp (Evaporation Hazard)
26.5,41.2,23.3,Not Safe to Spray,High Wind (Drift Hazard)
25.4,74.1,10.0,Safe to Spray,Optimal Conditions
38.5,52.7,18.8,Not Safe to Spray,High Wind (Drift Hazard)
29.9,67.0,18.4,Not Safe to Spray,High Wind (Drift Hazard)
33.7,50.8,10.3,Not Safe to Spray,High Temp (Evaporation Hazard)
24.9,68.7,22.0,Not Safe to Spray,High Wind (Drift Hazard)
36.7,55.7,12.6,Not Safe to Spray,High Wind (Drift Hazard)
32.7,42.8,11.2,Safe to Spray,Optimal Conditions
28.3,87.6,15.5,Not Safe to Spray,High Wind (Drift Hazard)
20.5,65.3,7.1,Safe to Spray,Optimal Conditions
38.9,48.2,8.9,Not Safe to Spray,High Temp (Evaporation Hazard)
36.4,65.6,2.5,Not Safe to Spray,High Temp (Evaporation Hazard)
29.2,90.3,20.0,Not Safe to Spray,High Wind (Drift Hazard)
32.1,79.4,1.8,Safe to Spray,Optimal Conditions
27.0,89.2,20.4,Not Safe to Spray,High Wind (Drift Hazard)
33.2,63.4,6.5,Not Safe to Spray,High Temp (Evaporation Hazard)
39.2,96.3,24.2,Not Safe to Spray,High Wind (Drift Hazard)
21.0,96.4,14.9,Not Safe to Spray,High Wind (Drift Hazard)
31.4,44.7,24.0,Not Safe to Spray,High Wind (Drift Hazard)
34.7,48.4,2.8,Not Safe to Spray,High Temp (Evaporation Hazard)
36.2,95.0,24.7,Not Safe to Spray,High Wind (Drift Hazard)
32.5,74.8,10.2,Safe to Spray,Optimal Conditions
30.2,60.9,21.4,Not Safe to Spray,High Wind (Drift Hazard)
29.3,52.7,9.8,Safe to Spray,Optimal Conditions
33.0,57.6,7.4,Safe to Spray,Optimal Conditions
39.5,40.7,7.5,Not Safe to Spray,High Temp (Evaporation Hazard)
38.5,44.3,17.9,Not Safe to Spray,High Wind (Drift Hazard)
37.3,79.0,10.5,Not Safe to Spray,High Temp (Evaporation Hazard)
28.5,56.8,22.8,Not Safe to Spray,High Wind (Drift Hazard)
28.7,50.3,21.3,Not Safe to Spray,High Wind (Drift Hazard)
31.2,87.4,6.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
37.2,55.7,3.0,Not Safe to Spray,High Temp (Evaporation Hazard)
27.1,69.4,8.6,Safe to Spray,Optimal Conditions
37.7,44.4,1.0,Not Safe to Spray,High Temp (Evaporation Hazard)
21.1,45.1,3.6,Safe to Spray,Optimal Conditions
25.5,76.7,20.0,Not Safe to Spray,High Wind (Drift Hazard)
27.1,59.4,23.3,Not Safe to Spray,High Wind (Drift Hazard)
31.5,91.6,3.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
24.4,81.2,16.1,Not Safe to Spray,High Wind (Drift Hazard)
25.8,79.2,4.1,Safe to Spray,Optimal Conditions
36.6,75.7,24.8,Not Safe to Spray,High Wind (Drift Hazard)
39.2,93.0,24.1,Not Safe to Spray,High Wind (Drift Hazard)
25.0,41.6,11.2,Safe to Spray,Optimal Conditions
36.0,58.3,9.4,Not Safe to Spray,High Temp (Evaporation Hazard)
31.1,79.3,9.8,Safe to Spray,Optimal Conditions
26.4,88.2,15.8,Not Safe to Spray,High Wind (Drift Hazard)
33.3,73.9,1.0,Not Safe to Spray,High Temp (Evaporation Hazard)
29.3,68.5,14.2,Not Safe to Spray,High Wind (Drift Hazard)
26.2,42.8,17.8,Not Safe to Spray,High Wind (Drift Hazard)
23.9,49.5,19.2,Not Safe to Spray,High Wind (Drift Hazard)
20.4,62.8,0.7,Safe to Spray,Optimal Conditions
30.4,85.0,6.8,Safe to Spray,Optimal Conditions
37.6,59.4,9.9,Not Safe to Spray,High Temp (Evaporation Hazard)
30.2,64.7,20.9,Not Safe to Spray,High Wind (Drift Hazard)
37.4,50.5,9.2,Not Safe to Spray,High Temp (Evaporation Hazard)
31.4,48.5,3.4,Safe to Spray,Optimal Conditions
39.3,86.3,23.2,Not Safe to Spray,High Wind (Drift Hazard)
24.9,52.7,12.9,Not Safe to Spray,High Wind (Drift Hazard)
28.9,72.0,0.6,Safe to Spray,Optimal Conditions
23.7,69.4,15.4,Not Safe to Spray,High Wind (Drift Hazard)
29.3,68.2,16.2,Not Safe to Spray,High Wind (Drift Hazard)
38.7,97.9,17.6,Not Safe to Spray,High Wind (Drift Hazard)
29.7,41.5,19.1,Not Safe to Spray,High Wind (Drift Hazard)
23.2,49.5,15.7,Not Safe to Spray,High Wind (Drift Hazard)
24.8,79.8,10.8,Safe to Spray,Optimal Conditions
21.2,52.5,13.7,Not Safe to Spray,High Wind (Drift Hazard)
33.8,79.2,21.2,Not Safe to Spray,High Wind (Drift Hazard)
20.6,65.6,4.7,Safe to Spray,Optimal Conditions
30.3,85.4,8.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.5,64.3,24.8,Not Safe to Spray,High Wind (Drift Hazard)
39.9,41.4,24.9,Not Safe to Spray,High Wind (Drift Hazard)
37.0,73.3,9.6,Not Safe to Spray,High Temp (Evaporation Hazard)
23.8,55.4,16.3,Not Safe to Spray,High Wind (Drift Hazard)
35.2,54.8,5.1,Not Safe to Spray,High Temp (Evaporation Hazard)
24.8,69.1,25.0,Not Safe to Spray,High Wind (Drift Hazard)
40.0,69.0,17.5,Not Safe to Spray,High Wind (Drift Hazard)
29.9,50.0,17.7,Not Safe to Spray,High Wind (Drift Hazard)
22.5,43.6,4.9,Safe to Spray,Optimal Conditions
36.7,82.1,13.0,Not Safe to Spray,High Wind (Drift Hazard)
35.5,93.4,12.5,Not Safe to Spray,High Wind (Drift Hazard)
29.6,44.5,19.2,Not Safe to Spray,High Wind (Drift Hazard)
28.3,93.6,4.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
26.4,47.0,19.4,Not Safe to Spray,High Wind (Drift Hazard)
27.2,89.3,24.2,Not Safe to Spray,High Wind (Drift Hazard)
35.2,61.2,3.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.1,93.6,19.3,Not Safe to Spray,High Wind (Drift Hazard)
28.4,58.8,16.9,Not Safe to Spray,High Wind (Drift Hazard)
32.3,70.8,10.7,Safe to Spray,Optimal Conditions
36.7,56.8,22.8,Not Safe to Spray,High Wind (Drift Hazard)
23.4,94.2,17.8,Not Safe to Spray,High Wind (Drift Hazard)
38.5,61.5,11.2,Not Safe to Spray,High Temp (Evaporation Hazard)
39.0,82.3,16.4,Not Safe to Spray,High Wind (Drift Hazard)
39.6,85.0,11.8,Not Safe to Spray,High Temp (Evaporation Hazard)
36.1,78.0,22.2,Not Safe to Spray,High Wind (Drift Hazard)
