Crop_Type,Crop_Stage,Season,Temperature_C,Humidity_pct,Disease_Risk_Label
Sugarcane,Vegetative,Rabi,25.8,81.6,Healthy_Low_Risk
Groundnut,Yielding,Zaid,31.4,90.1,High_Risk_Tikka_Disease
Sugarcane,Flowering,Kharif,38.9,92.8,High_Risk_Red_Rot
Sugarcane,Flowering,Zaid,30.7,81.0,Healthy_Low_Risk
Rice,Flowering,Zaid,27.5,70.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,24.6,41.0,Healthy_Low_Risk
Maize,Flowering,Zaid,28.0,56.1,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,33.3,82.0,High_Risk_Tikka_Disease
Maize,Yielding,Zaid,38.3,85.1,Healthy_Low_Risk
Maize,Vegetative,Rabi,29.4,85.0,Healthy_Low_Risk
Cotton,Yielding,Kharif,37.5,94.8,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,36.5,82.5,Healthy_Low_Risk
Cotton,Yielding,Rabi,29.6,42.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,39.2,60.9,Healthy_Low_Risk
Groundnut,Flowering,Zaid,29.4,85.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,23.1,82.5,Healthy_Low_Risk
Rice,Yielding,Rabi,32.9,45.2,Healthy_Low_Risk
Cotton,Yielding,Rabi,22.1,76.5,Healthy_Low_Risk
Groundnut,Yielding,Rabi,28.2,62.0,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,26.7,89.6,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.5,50.3,Healthy_Low_Risk
Maize,Flowering,Rabi,22.9,82.8,Healthy_Low_Risk
Rice,Yielding,Rabi,35.1,89.3,High_Risk_Bacterial_Blight
Groundnut,Yielding,Kharif,33.0,93.7,High_Risk_Tikka_Disease
Maize,Flowering,Zaid,36.7,69.0,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,32.4,49.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.9,64.7,Healthy_Low_Risk
Cotton,Vegetative,Zaid,38.9,74.7,Healthy_Low_Risk
Rice,Flowering,Rabi,26.2,92.5,High_Risk_Rice_Blast
Maize,Yielding,Zaid,38.1,47.0,Healthy_Low_Risk
Cotton,Flowering,Kharif,37.0,66.5,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,37.2,83.7,Healthy_Low_Risk
Maize,Vegetative,Zaid,32.7,73.1,Healthy_Low_Risk
Rice,Flowering,Kharif,36.7,78.6,Healthy_Low_Risk
Rice,Vegetative,Kharif,29.9,81.2,Healthy_Low_Risk
Rice,Flowering,Rabi,26.9,80.6,Healthy_Low_Risk
Cotton,Vegetative,Kharif,25.9,40.8,Healthy_Low_Risk
Cotton,Flowering,Zaid,34.4,64.6,Healthy_Low_Risk
Groundnut,Flowering,Zaid,32.9,78.9,High_Risk_Tikka_Disease
Groundnut,Yielding,Zaid,31.0,70.1,Healthy_Low_Risk
Cotton,Yielding,Zaid,35.8,45.8,High_Risk_Whitefly
Maize,Flowering,Rabi,22.5,91.8,Healthy_Low_Risk
Rice,Yielding,Rabi,29.1,90.7,High_Risk_Rice_Blast
Rice,Vegetative,Rabi,34.4,43.8,Healthy_Low_Risk
Cotton,Vegetative,Kharif,26.6,56.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,30.3,50.5,Healthy_Low_Risk
Maize,Vegetative,Rabi,34.2,77.3,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.2,50.6,Healthy_Low_Risk
Maize,Vegetative,Zaid,31.4,48.3,Healthy_Low_Risk
Cotton,Flowering,Zaid,35.3,96.5,Healthy_Low_Risk
Maize,Yielding,Rabi,33.5,62.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,38.0,91.5,Healthy_Low_Risk
Cotton,Yielding,Kharif,36.0,63.3,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,25.8,92.2,High_Risk_Red_Rot
Groundnut,Vegetative,Zaid,38.8,95.0,High_Risk_Tikka_Disease
Maize,Vegetative,Zaid,26.5,64.6,Healthy_Low_Risk
Maize,Vegetative,Rabi,31.2,88.4,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,27.2,59.0,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,27.7,77.5,Healthy_Low_Risk
Rice,Vegetative,Rabi,35.8,82.3,High_Risk_Bacterial_Blight
Rice,Flowering,Kharif,36.4,64.4,Healthy_Low_Risk
Cotton,Yielding,Kharif,35.0,64.4,Healthy_Low_Risk
Maize,Yielding,Rabi,23.5,94.5,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,35.3,48.8,Healthy_Low_Risk
Cotton,Flowering,Kharif,22.2,48.6,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,26.7,79.3,Healthy_Low_Risk
Rice,Flowering,Zaid,23.3,49.6,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,24.7,61.7,Healthy_Low_Risk
Rice,Vegetative,Kharif,28.1,70.0,Healthy_Low_Risk
Rice,Flowering,Rabi,32.3,87.4,High_Risk_Bacterial_Blight
Maize,Vegetative,Rabi,33.8,45.4,Healthy_Low_Risk
Groundnut,Flowering,Kharif,23.2,88.0,Healthy_Low_Risk
Maize,Yielding,Rabi,28.0,43.6,Healthy_Low_Risk
Cotton,Flowering,Rabi,27.8,58.1,Healthy_Low_Risk
Cotton,Flowering,Rabi,32.1,61.6,Healthy_Low_Risk
Cotton,Yielding,Zaid,28.4,79.9,Healthy_Low_Risk
Maize,Yielding,Rabi,29.1,41.0,Healthy_Low_Risk
Rice,Flowering,Rabi,30.0,80.5,Healthy_Low_Risk
Maize,Flowering,Zaid,22.2,68.0,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,40.0,48.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,33.9,50.3,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,24.7,93.6,High_Risk_Red_Rot
Maize,Vegetative,Zaid,37.0,81.1,Healthy_Low_Risk
Cotton,Yielding,Kharif,29.5,80.7,Healthy_Low_Risk
Maize,Yielding,Kharif,36.5,65.7,Healthy_Low_Risk
Cotton,Vegetative,Rabi,30.3,40.7,Healthy_Low_Risk
Groundnut,Flowering,Kharif,35.0,67.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,22.3,59.0,Healthy_Low_Risk
Groundnut,Flowering,Rabi,39.8,55.1,Healthy_Low_Risk
Cotton,Vegetative,Kharif,38.5,60.0,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.1,79.2,Healthy_Low_Risk
Rice,Vegetative,Zaid,27.1,69.6,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,28.7,52.0,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,35.6,62.0,Healthy_Low_Risk
Rice,Yielding,Rabi,32.7,51.1,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,27.7,52.5,Healthy_Low_Risk
Groundnut,Yielding,Kharif,25.4,82.8,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.5,57.1,Healthy_Low_Risk
Cotton,Flowering,Kharif,39.2,88.5,Healthy_Low_Risk
Rice,Yielding,Kharif,37.9,47.8,Healthy_Low_Risk
Rice,Yielding,Kharif,32.1,55.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,34.1,41.4,High_Risk_Whitefly
Groundnut,Vegetative,Zaid,32.6,97.9,High_Risk_Tikka_Disease
Sugarcane,Flowering,Rabi,22.9,94.0,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,23.5,75.4,Healthy_Low_Risk
Rice,Vegetative,Rabi,34.3,40.4,Healthy_Low_Risk
Maize,Yielding,Rabi,23.8,73.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,25.1,58.7,Healthy_Low_Risk
Maize,Vegetative,Rabi,28.3,80.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,26.8,77.7,Healthy_Low_Risk
Rice,Yielding,Zaid,35.4,64.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,34.3,73.4,Healthy_Low_Risk
Maize,Flowering,Zaid,26.0,43.9,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,31.3,55.7,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,22.2,80.6,Healthy_Low_Risk
Cotton,Vegetative,Rabi,37.9,45.4,High_Risk_Whitefly
Cotton,Flowering,Zaid,28.0,70.9,Healthy_Low_Risk
Rice,Vegetative,Rabi,31.7,81.9,Healthy_Low_Risk
Groundnut,Flowering,Kharif,29.6,69.6,Healthy_Low_Risk
Cotton,Vegetative,Zaid,35.7,89.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.6,61.1,Healthy_Low_Risk
Cotton,Vegetative,Rabi,23.9,43.9,Healthy_Low_Risk
Cotton,Flowering,Rabi,31.0,98.0,Healthy_Low_Risk
Maize,Flowering,Zaid,33.5,83.0,Healthy_Low_Risk
Maize,Flowering,Rabi,34.5,67.3,Healthy_Low_Risk
Maize,Flowering,Zaid,25.4,69.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,28.5,71.1,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,27.6,69.0,Healthy_Low_Risk
Rice,Flowering,Zaid,37.6,66.0,Healthy_Low_Risk
Rice,Yielding,Rabi,37.2,44.6,Healthy_Low_Risk
Cotton,Yielding,Zaid,24.4,60.9,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,39.7,52.3,Healthy_Low_Risk
Cotton,Yielding,Rabi,37.9,79.7,Healthy_Low_Risk
Rice,Vegetative,Zaid,30.4,77.2,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,32.1,64.0,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,23.1,65.6,Healthy_Low_Risk
Cotton,Vegetative,Rabi,34.6,47.3,High_Risk_Whitefly
Sugarcane,Yielding,Zaid,25.0,48.2,Healthy_Low_Risk
Cotton,Yielding,Kharif,35.7,58.8,High_Risk_Whitefly
Cotton,Vegetative,Rabi,39.3,42.4,High_Risk_Whitefly
Cotton,Yielding,Rabi,35.2,96.1,Healthy_Low_Risk
Rice,Yielding,Kharif,29.2,50.7,Healthy_Low_Risk
Rice,Yielding,Kharif,36.1,73.6,Healthy_Low_Risk
Rice,Yielding,Zaid,25.2,78.0,Healthy_Low_Risk
Maize,Yielding,Kharif,39.3,78.0,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,25.2,41.2,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,39.0,80.9,Healthy_Low_Risk
Rice,Vegetative,Rabi,25.9,91.7,High_Risk_Rice_Blast
Maize,Vegetative,Rabi,29.7,57.8,Healthy_Low_Risk
Maize,Yielding,Kharif,33.0,53.2,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,23.3,67.0,Healthy_Low_Risk
Groundnut,Flowering,Zaid,30.7,72.5,Healthy_Low_Risk
Rice,Vegetative,Rabi,29.8,47.1,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,28.7,97.3,High_Risk_Red_Rot
Sugarcane,Flowering,Zaid,35.4,79.5,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,30.2,93.0,Healthy_Low_Risk
Groundnut,Flowering,Kharif,29.6,55.3,Healthy_Low_Risk
Rice,Flowering,Zaid,39.9,66.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,23.6,91.7,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,33.5,80.9,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,35.2,66.7,Healthy_Low_Risk
Maize,Yielding,Zaid,34.2,59.6,Healthy_Low_Risk
Cotton,Flowering,Kharif,30.1,44.0,Healthy_Low_Risk
Groundnut,Flowering,Rabi,34.5,78.4,High_Risk_Tikka_Disease
Maize,Yielding,Zaid,23.9,67.7,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,37.5,44.4,Healthy_Low_Risk
Rice,Flowering,Rabi,39.7,46.3,Healthy_Low_Risk
Groundnut,Yielding,Zaid,30.1,97.9,High_Risk_Tikka_Disease
Groundnut,Yielding,Rabi,33.0,64.4,Healthy_Low_Risk
Rice,Yielding,Kharif,35.7,69.0,Healthy_Low_Risk
Groundnut,Yielding,Kharif,32.7,88.4,High_Risk_Tikka_Disease
Groundnut,Yielding,Kharif,39.4,76.1,High_Risk_Tikka_Disease
Rice,Yielding,Zaid,31.6,96.9,Healthy_Low_Risk
Rice,Yielding,Kharif,26.0,91.1,High_Risk_Rice_Blast
Groundnut,Yielding,Zaid,32.6,78.5,High_Risk_Tikka_Disease
Rice,Flowering,Zaid,34.2,59.7,Healthy_Low_Risk
Groundnut,Flowering,Zaid,25.8,61.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,30.9,63.4,Healthy_Low_Risk
Maize,Vegetative,Kharif,33.1,60.4,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,25.4,98.0,Healthy_Low_Risk
Groundnut,Yielding,Zaid,25.2,55.6,Healthy_Low_Risk
Rice,Vegetative,Kharif,27.6,83.4,Healthy_Low_Risk
Maize,Vegetative,Kharif,34.4,53.7,Healthy_Low_Risk
Rice,Flowering,Kharif,36.5,53.0,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,25.7,58.0,Healthy_Low_Risk
Rice,Vegetative,Rabi,31.1,50.1,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,26.8,88.9,Healthy_Low_Risk
Maize,Vegetative,Zaid,24.7,47.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,35.3,77.4,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Kharif,31.3,56.4,Healthy_Low_Risk
Cotton,Vegetative,Zaid,26.9,44.6,Healthy_Low_Risk
Rice,Vegetative,Rabi,36.0,40.7,Healthy_Low_Risk
Groundnut,Flowering,Kharif,32.0,85.8,High_Risk_Tikka_Disease
Maize,Yielding,Kharif,33.4,54.6,Healthy_Low_Risk
Cotton,Vegetative,Zaid,33.1,69.3,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,37.9,81.2,High_Risk_Tikka_Disease
Sugarcane,Flowering,Zaid,36.8,70.1,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,39.1,40.3,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,25.2,84.6,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,24.1,68.3,Healthy_Low_Risk
Maize,Flowering,Kharif,22.8,97.0,Healthy_Low_Risk
Rice,Yielding,Zaid,25.6,77.7,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,38.0,79.6,Healthy_Low_Risk
Maize,Flowering,Kharif,25.6,89.2,Healthy_Low_Risk
Rice,Flowering,Kharif,30.8,71.0,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,39.7,96.1,Healthy_Low_Risk
Maize,Flowering,Kharif,26.1,86.2,Healthy_Low_Risk
Maize,Yielding,Zaid,25.9,75.4,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,40.0,88.7,High_Risk_Tikka_Disease
Maize,Yielding,Rabi,34.0,69.6,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,33.2,49.6,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,26.0,76.1,Healthy_Low_Risk
Cotton,Yielding,Zaid,22.8,80.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.4,76.2,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,34.0,76.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,39.0,95.3,High_Risk_Tikka_Disease
Cotton,Flowering,Kharif,22.4,62.1,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,24.3,94.3,High_Risk_Red_Rot
Maize,Yielding,Kharif,25.4,56.5,Healthy_Low_Risk
Rice,Vegetative,Zaid,31.1,96.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,38.9,82.7,High_Risk_Tikka_Disease
Sugarcane,Flowering,Zaid,36.5,57.7,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,36.4,43.0,Healthy_Low_Risk
Cotton,Vegetative,Kharif,30.0,88.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,37.0,79.9,Healthy_Low_Risk
Groundnut,Yielding,Zaid,34.2,65.3,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.4,68.6,Healthy_Low_Risk
Maize,Flowering,Rabi,28.1,62.2,Healthy_Low_Risk
Maize,Vegetative,Rabi,31.2,84.6,Healthy_Low_Risk
Maize,Yielding,Kharif,29.4,41.1,Healthy_Low_Risk
Cotton,Flowering,Kharif,23.1,48.3,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,30.6,57.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,22.3,89.9,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,35.9,69.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,39.8,85.7,Healthy_Low_Risk
Cotton,Vegetative,Zaid,34.0,97.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,34.6,52.8,Healthy_Low_Risk
Rice,Vegetative,Kharif,28.7,75.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,34.3,91.7,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,25.9,92.3,High_Risk_Red_Rot
Cotton,Yielding,Rabi,32.5,77.2,Healthy_Low_Risk
Rice,Flowering,Kharif,25.5,83.3,Healthy_Low_Risk
Cotton,Flowering,Zaid,37.0,94.8,Healthy_Low_Risk
Groundnut,Flowering,Kharif,22.7,54.4,Healthy_Low_Risk
Cotton,Vegetative,Zaid,32.7,67.8,Healthy_Low_Risk
Rice,Vegetative,Rabi,25.3,55.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,28.1,76.4,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,28.4,71.4,Healthy_Low_Risk
Maize,Flowering,Kharif,26.9,46.6,Healthy_Low_Risk
Rice,Yielding,Rabi,33.5,84.8,High_Risk_Bacterial_Blight
Cotton,Vegetative,Kharif,23.5,65.4,Healthy_Low_Risk
Maize,Yielding,Kharif,22.4,61.7,Healthy_Low_Risk
Cotton,Yielding,Rabi,33.9,48.1,High_Risk_Whitefly
Maize,Vegetative,Kharif,30.7,96.3,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,27.1,81.0,Healthy_Low_Risk
Maize,Flowering,Rabi,31.2,42.1,Healthy_Low_Risk
Maize,Flowering,Zaid,27.7,93.9,Healthy_Low_Risk
Maize,Yielding,Kharif,23.6,86.4,Healthy_Low_Risk
Rice,Flowering,Kharif,25.4,89.0,High_Risk_Rice_Blast
Groundnut,Vegetative,Kharif,38.8,90.0,High_Risk_Tikka_Disease
Rice,Flowering,Zaid,25.8,76.2,Healthy_Low_Risk
Cotton,Vegetative,Rabi,25.4,50.3,Healthy_Low_Risk
Maize,Yielding,Rabi,39.2,69.5,Healthy_Low_Risk
Cotton,Flowering,Rabi,34.0,43.5,High_Risk_Whitefly
Rice,Yielding,Rabi,32.0,48.9,Healthy_Low_Risk
Maize,Yielding,Zaid,33.0,55.4,Healthy_Low_Risk
Rice,Yielding,Rabi,34.4,45.8,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,31.9,74.4,Healthy_Low_Risk
Maize,Vegetative,Rabi,36.4,89.7,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,29.1,96.7,Healthy_Low_Risk
Rice,Yielding,Zaid,29.9,67.9,Healthy_Low_Risk
Maize,Flowering,Rabi,38.0,74.5,Healthy_Low_Risk
Groundnut,Flowering,Rabi,39.3,66.5,Healthy_Low_Risk
Maize,Flowering,Rabi,32.4,91.0,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,31.8,63.8,Healthy_Low_Risk
Cotton,Vegetative,Zaid,22.0,79.5,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.2,50.0,Healthy_Low_Risk
Maize,Vegetative,Zaid,32.3,67.8,Healthy_Low_Risk
Cotton,Yielding,Rabi,29.8,73.4,Healthy_Low_Risk
Cotton,Flowering,Zaid,24.2,93.2,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,28.2,72.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,27.1,94.0,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,31.8,49.2,Healthy_Low_Risk
Rice,Yielding,Kharif,30.7,95.4,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,23.6,84.6,Healthy_Low_Risk
Groundnut,Yielding,Kharif,28.5,80.2,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,28.3,72.1,Healthy_Low_Risk
Cotton,Vegetative,Kharif,34.8,56.6,High_Risk_Whitefly
Cotton,Flowering,Kharif,36.0,95.4,Healthy_Low_Risk
Rice,Yielding,Zaid,24.8,41.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,34.8,77.1,High_Risk_Tikka_Disease
Maize,Yielding,Zaid,32.8,89.7,Healthy_Low_Risk
Groundnut,Flowering,Rabi,27.4,46.9,Healthy_Low_Risk
Groundnut,Yielding,Zaid,28.5,74.8,Healthy_Low_Risk
Groundnut,Flowering,Zaid,31.1,64.4,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,25.7,67.1,Healthy_Low_Risk
Maize,Yielding,Zaid,26.0,40.8,Healthy_Low_Risk
Cotton,Flowering,Kharif,36.3,91.0,Healthy_Low_Risk
Groundnut,Yielding,Rabi,27.7,43.6,Healthy_Low_Risk
Cotton,Flowering,Kharif,25.2,74.3,Healthy_Low_Risk
Rice,Vegetative,Zaid,36.3,88.4,High_Risk_Bacterial_Blight
Sugarcane,Flowering,Kharif,28.7,92.2,High_Risk_Red_Rot
Groundnut,Vegetative,Rabi,35.8,79.6,High_Risk_Tikka_Disease
Cotton,Flowering,Rabi,31.2,61.0,Healthy_Low_Risk
Rice,Flowering,Kharif,23.2,51.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,22.0,69.7,Healthy_Low_Risk
Cotton,Yielding,Rabi,35.9,78.7,Healthy_Low_Risk
Cotton,Flowering,Kharif,30.9,41.0,Healthy_Low_Risk
Maize,Yielding,Zaid,32.6,68.6,Healthy_Low_Risk
Maize,Flowering,Zaid,36.3,92.8,Healthy_Low_Risk
Maize,Yielding,Rabi,38.2,85.3,Healthy_Low_Risk
Maize,Flowering,Zaid,37.5,94.9,Healthy_Low_Risk
Maize,Vegetative,Zaid,23.1,91.0,Healthy_Low_Risk
Cotton,Yielding,Zaid,25.7,57.0,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,23.6,45.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,32.3,53.2,Healthy_Low_Risk
Cotton,Flowering,Zaid,26.0,59.1,Healthy_Low_Risk
Rice,Flowering,Zaid,22.5,44.4,Healthy_Low_Risk
Maize,Flowering,Kharif,31.1,82.7,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,26.6,40.3,Healthy_Low_Risk
Maize,Flowering,Zaid,30.3,87.6,Healthy_Low_Risk
Cotton,Vegetative,Kharif,33.7,50.7,High_Risk_Whitefly
Groundnut,Yielding,Zaid,30.7,47.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,23.2,71.0,Healthy_Low_Risk
Cotton,Flowering,Rabi,22.1,48.3,Healthy_Low_Risk
Rice,Vegetative,Rabi,35.4,52.1,Healthy_Low_Risk
Cotton,Yielding,Kharif,26.1,91.1,Healthy_Low_Risk
Maize,Vegetative,Kharif,22.4,54.6,Healthy_Low_Risk
Groundnut,Yielding,Zaid,36.9,59.0,Healthy_Low_Risk
Maize,Yielding,Rabi,28.5,75.5,Healthy_Low_Risk
Maize,Yielding,Zaid,37.9,51.2,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.9,50.4,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,38.3,88.1,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,22.4,97.5,Healthy_Low_Risk
Groundnut,Flowering,Kharif,39.3,97.3,High_Risk_Tikka_Disease
Maize,Vegetative,Rabi,22.5,82.4,Healthy_Low_Risk
Maize,Flowering,Zaid,26.9,93.4,Healthy_Low_Risk
Cotton,Vegetative,Rabi,38.6,50.0,High_Risk_Whitefly
Sugarcane,Flowering,Kharif,35.2,87.9,Healthy_Low_Risk
Rice,Flowering,Rabi,28.0,92.7,High_Risk_Rice_Blast
Groundnut,Yielding,Zaid,39.8,55.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,22.0,94.6,Healthy_Low_Risk
Cotton,Flowering,Rabi,22.9,91.8,Healthy_Low_Risk
Rice,Yielding,Rabi,34.1,53.8,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,39.4,75.0,Healthy_Low_Risk
Rice,Flowering,Zaid,38.7,48.3,Healthy_Low_Risk
Rice,Yielding,Kharif,34.0,69.4,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.1,70.4,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,34.0,90.5,High_Risk_Tikka_Disease
Rice,Vegetative,Rabi,30.6,55.8,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.3,88.1,High_Risk_Rice_Blast
Rice,Flowering,Kharif,38.8,93.3,High_Risk_Bacterial_Blight
Cotton,Vegetative,Kharif,33.8,40.9,High_Risk_Whitefly
Maize,Flowering,Kharif,31.6,47.7,Healthy_Low_Risk
Cotton,Vegetative,Rabi,39.3,94.5,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.6,95.7,High_Risk_Rice_Blast
Groundnut,Yielding,Zaid,31.4,43.8,Healthy_Low_Risk
Maize,Vegetative,Kharif,22.7,45.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,30.3,59.3,Healthy_Low_Risk
Rice,Yielding,Rabi,30.6,53.9,Healthy_Low_Risk
Rice,Flowering,Zaid,32.2,82.1,High_Risk_Bacterial_Blight
Maize,Yielding,Kharif,25.2,75.7,Healthy_Low_Risk
Groundnut,Yielding,Zaid,26.1,56.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,31.2,76.5,High_Risk_Tikka_Disease
Groundnut,Yielding,Kharif,32.6,88.4,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Kharif,33.8,69.8,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,31.8,66.2,Healthy_Low_Risk
Rice,Yielding,Kharif,30.9,71.2,Healthy_Low_Risk
Rice,Vegetative,Rabi,26.8,88.1,High_Risk_Rice_Blast
Maize,Vegetative,Rabi,29.8,44.2,Healthy_Low_Risk
Cotton,Flowering,Rabi,23.7,70.1,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,27.3,62.4,Healthy_Low_Risk
Cotton,Vegetative,Zaid,32.8,92.2,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,26.9,48.3,Healthy_Low_Risk
Cotton,Yielding,Rabi,31.6,68.2,Healthy_Low_Risk
Maize,Flowering,Zaid,34.4,42.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,27.4,88.0,Healthy_Low_Risk
Maize,Flowering,Zaid,35.1,60.6,Healthy_Low_Risk
Maize,Flowering,Rabi,26.7,51.5,Healthy_Low_Risk
Maize,Vegetative,Kharif,23.7,62.8,Healthy_Low_Risk
Groundnut,Flowering,Rabi,36.6,57.3,Healthy_Low_Risk
Rice,Vegetative,Zaid,36.2,69.4,Healthy_Low_Risk
Rice,Vegetative,Rabi,35.2,51.4,Healthy_Low_Risk
Rice,Yielding,Zaid,26.3,72.1,Healthy_Low_Risk
Maize,Vegetative,Rabi,34.2,71.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,23.5,44.5,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,25.2,47.5,Healthy_Low_Risk
Rice,Vegetative,Rabi,25.5,95.0,High_Risk_Rice_Blast
Sugarcane,Vegetative,Zaid,36.2,48.7,Healthy_Low_Risk
